
CST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees,Shanghai
2015-1-2,17,13,11,6,5,4,67,55,45,1028,1027,1024,10,10,10,32,19,,0.00,3,,95,Taibei
2015-1-3,21,16,11,10,8,5,72,57,40,1026,1022,1020,10,10,10,26,19,,0.00,2,,106,Taibei
2015-1-4,23,17,12,14,11,8,82,66,38,1020,1017,1015,10,10,9,16,6,,0.00,2,,285,Taibei
2015-1-5,24,18,13,16,13,11,94,75,50,1018,1015,1014,10,9,6,13,5,,0.00,4,,263,Taibei
2015-1-6,24,20,16,15,14,13,82,71,50,1017,1015,1013,10,8,4,27,10,,0.00,5,Rain,96,Taibei
2015-1-7,17,14,13,15,11,6,88,73,63,1026,1022,1017,10,10,8,29,19,,0.00,6,Rain,96,Taibei
2015-1-8,15,13,12,7,5,3,67,57,51,1030,1028,1026,10,10,9,23,13,,0.00,6,,81,Taibei
2015-1-9,18,16,14,8,7,6,63,56,48,1028,1026,1023,10,10,10,29,18,37,0.00,5,,92,Taibei
2015-1-10,19,17,14,8,8,7,67,55,46,1026,1025,1023,10,10,10,32,21,34,0.00,6,,98,Taibei
2015-1-11,19,17,16,10,8,7,68,55,46,1026,1024,1023,10,10,10,32,26,,0.00,6,,102,Taibei
2015-1-12,18,17,15,13,10,6,88,66,45,1026,1024,1023,10,8,5,34,29,,0.00,6,Rain,100,Taibei
2015-1-13,24,20,16,15,13,12,88,64,50,1022,1017,1015,10,9,5,42,29,63,0.00,5,Rain,114,Taibei
2015-1-14,17,16,15,14,11,8,88,72,59,1024,1021,1017,10,9,5,27,16,40,0.00,6,Rain,273,Taibei
2015-1-15,17,16,14,10,9,8,72,65,59,1025,1023,1022,10,10,10,23,16,,0.00,6,,90,Taibei
2015-1-16,20,17,13,12,11,8,82,66,56,1025,1023,1020,10,10,10,27,18,,0.00,3,,94,Taibei
2015-1-17,16,14,14,8,6,3,63,54,48,1029,1027,1025,10,7,5,27,19,45,0.00,5,,87,Taibei
2015-1-18,20,17,14,11,9,6,72,61,49,1025,1023,1021,10,10,10,29,21,,0.00,6,,91,Taibei
2015-1-19,17,16,15,8,6,5,63,52,45,1026,1024,1023,10,10,8,29,21,50,0.00,6,,90,Taibei
2015-1-20,21,18,16,12,10,6,68,58,52,1023,1020,1018,10,10,9,27,23,,0.00,4,,94,Taibei
2015-1-21,21,17,13,15,12,8,88,69,49,1021,1019,1017,10,8,5,26,8,,0.00,4,Rain,278,Taibei
2015-1-22,18,14,10,10,7,4,88,62,45,1024,1022,1020,10,8,5,21,6,,0.00,2,,91,Taibei
2015-1-23,20,14,8,8,6,4,76,58,35,1024,1022,1020,10,9,6,26,14,,0.00,1,,91,Taibei
2015-1-24,24,17,10,10,8,6,87,56,36,1022,1021,1019,10,9,5,27,10,34,0.00,2,,97,Taibei
2015-1-25,23,19,15,15,12,8,83,61,50,1022,1020,1018,10,9,6,16,10,,0.00,5,,217,Taibei
2015-1-26,22,19,17,16,14,12,88,76,60,1021,1019,1017,10,8,4,21,8,,0.00,6,Rain,105,Taibei
2015-1-27,18,17,15,16,14,12,94,83,72,1021,1019,1017,10,6,4,24,14,,0.00,7,Rain,96,Taibei
2015-1-28,16,14,14,12,12,12,88,84,77,1022,1021,1019,10,9,6,26,21,,0.00,6,Rain,102,Taibei
2015-1-29,22,18,15,15,14,12,88,77,60,1020,1019,1016,10,10,10,24,19,,0.00,6,Rain,101,Taibei
2015-1-30,18,16,14,15,12,9,83,72,64,1027,1023,1019,10,10,10,23,11,37,0.00,6,,88,Taibei
2015-1-31,15,14,13,11,10,9,88,78,72,1029,1027,1026,10,10,8,27,19,,0.00,6,Rain,99,Taibei
2015-2-1,18,16,13,11,11,10,88,74,59,1028,1027,1025,10,10,10,34,26,,0.00,5,,99,Taibei
2015-2-2,21,18,16,14,13,11,82,73,60,1027,1025,1024,10,10,10,32,23,,0.00,4,,93,Taibei
2015-2-3,18,17,15,16,15,13,100,88,82,1026,1024,1022,10,7,2,23,13,,0.00,6,Rain,107,Taibei
2015-2-4,16,14,14,14,12,10,88,81,72,1025,1024,1022,10,9,7,21,13,,0.00,6,Rain,102,Taibei
2015-2-5,14,12,11,9,6,3,82,64,54,1028,1027,1025,9,5,4,16,10,,0.00,6,Rain,78,Taibei
2015-2-6,13,11,10,11,9,4,88,83,58,1027,1024,1023,10,10,6,23,18,,0.00,6,Rain,105,Taibei
2015-2-7,22,17,12,14,12,10,94,73,46,1023,1020,1017,10,10,8,16,10,,0.00,6,Rain,124,Taibei
2015-2-8,17,14,12,13,6,1,82,59,47,1028,1026,1021,10,8,5,27,13,40,0.00,6,Rain,78,Taibei
2015-2-9,12,10,9,7,6,1,82,67,47,1029,1027,1026,10,10,10,21,13,,0.00,6,Rain,106,Taibei
2015-2-10,16,13,11,8,7,6,77,63,52,1026,1022,1019,10,10,10,26,14,,0.00,6,,102,Taibei
2015-2-11,19,14,11,11,9,0,82,66,44,1019,1017,1015,10,10,9,16,6,,0.00,5,,285,Taibei
2015-2-12,21,16,10,11,4,0,82,49,25,1021,1019,1016,10,9,6,26,11,,0.00,4,,311,Taibei
2015-2-13,23,16,9,9,7,4,76,52,31,1021,1019,1016,10,10,10,27,16,,0.00,2,,104,Taibei
2015-2-14,25,20,15,13,10,7,67,52,36,1020,1018,1016,10,10,10,27,18,,0.00,4,,111,Taibei
2015-2-15,27,21,16,14,12,11,82,62,42,1020,1017,1014,10,9,4,23,10,,0.00,6,Rain,258,Taibei
2015-2-16,24,20,16,17,15,13,94,76,57,1019,1016,1014,10,8,3,34,11,,0.00,4,Rain,138,Taibei
2015-2-17,22,19,17,15,13,11,78,68,53,1021,1017,1015,10,8,4,32,23,,0.00,3,,91,Taibei
2015-2-18,20,18,16,12,10,9,72,62,56,1023,1021,1019,10,9,6,35,26,50,0.00,5,,94,Taibei
2015-2-19,18,17,16,11,9,8,72,63,52,1025,1023,1022,10,10,8,37,29,48,0.00,5,,97,Taibei
2015-2-20,25,20,16,14,12,11,82,65,41,1022,1019,1017,10,10,8,23,14,34,0.00,5,,76,Taibei
2015-2-21,27,21,16,17,14,11,88,64,39,1019,1016,1013,10,9,4,23,6,,0.00,5,Rain,271,Taibei
2015-2-22,21,19,18,17,16,15,88,80,73,1019,1017,1015,10,8,4,26,11,,0.00,6,,104,Taibei
2015-2-23,23,20,18,18,16,15,88,83,73,1018,1016,1015,10,7,4,24,13,,0.00,7,Rain,277,Taibei
2015-2-24,24,19,15,17,15,14,100,86,53,1018,1016,1013,10,7,1,23,11,,0.00,6,Rain-Thunderstorm,273,Taibei
2015-2-25,24,20,17,17,16,15,88,77,61,1016,1014,1012,10,7,4,21,10,,0.00,4,,281,Taibei
2015-2-26,23,20,17,18,16,15,88,82,69,1018,1016,1013,10,8,4,21,8,,0.00,6,,172,Taibei
2015-2-27,24,21,18,18,17,15,94,82,69,1020,1018,1014,10,9,2,34,19,,0.00,6,Rain,119,Taibei
2015-2-28,23,20,17,16,15,14,88,81,65,1020,1017,1014,10,10,8,21,10,,0.00,6,,145,Taibei
2015-3-1,17,14,12,15,9,7,94,76,63,1024,1022,1019,10,9,2,23,16,,0.00,6,Rain,92,Taibei
2015-3-2,17,14,13,14,12,8,88,77,72,1023,1017,1014,10,8,5,26,19,,0.00,6,Rain,103,Taibei
2015-3-3,26,20,15,16,14,11,88,71,54,1017,1013,1010,10,6,5,24,10,,0.00,4,Rain,284,Taibei
2015-3-4,16,14,14,12,11,9,88,80,72,1021,1020,1017,10,9,4,27,24,,0.00,7,Rain,98,Taibei
2015-3-5,19,17,14,16,14,12,94,84,73,1021,1018,1016,10,10,5,34,21,,0.00,6,Rain,100,Taibei
2015-3-6,17,14,13,15,13,11,94,82,77,1021,1019,1016,10,10,6,26,16,,0.00,6,Rain,105,Taibei
2015-3-7,18,17,15,14,13,13,88,82,73,1020,1019,1018,10,10,8,29,18,,0.00,6,Rain,100,Taibei
2015-3-8,24,20,16,17,16,14,88,77,61,1020,1017,1015,10,10,8,32,21,,0.00,5,Rain,188,Taibei
2015-3-9,21,18,15,17,12,8,88,70,59,1026,1021,1016,10,9,4,29,16,26,0.00,6,,88,Taibei
2015-3-10,16,13,11,10,9,8,88,78,59,1028,1026,1024,10,7,4,29,23,45,0.00,6,Rain,98,Taibei
2015-3-11,14,12,11,12,11,9,94,89,82,1027,1023,1022,10,6,4,27,23,,0.00,6,Rain,106,Taibei
2015-3-12,15,14,13,13,12,11,100,87,77,1023,1021,1020,10,9,4,26,14,,0.00,6,Rain,107,Taibei
2015-3-13,25,19,13,16,14,11,94,71,50,1021,1019,1016,10,10,7,24,11,,0.00,2,,278,Taibei
2015-3-14,26,21,16,17,16,14,94,72,51,1021,1019,1016,10,7,5,16,6,,0.00,3,,105,Taibei
2015-3-15,29,23,18,18,17,14,88,72,42,1019,1017,1015,10,7,4,21,6,,0.00,4,Rain,110,Taibei
2015-3-16,28,24,20,20,19,18,94,79,54,1018,1016,1013,7,5,2,14,10,,0.00,6,,108,Taibei
2015-3-17,30,25,20,21,20,19,100,77,51,1016,1013,1010,8,5,1,21,8,,0.00,5,,298,Taibei
2015-3-18,30,27,23,20,19,12,83,66,33,1012,1011,1008,10,9,6,23,8,,0.00,4,,289,Taibei
2015-3-19,31,26,22,20,19,12,83,68,31,1015,1013,1011,10,9,6,27,13,,0.00,4,,96,Taibei
2015-3-20,30,26,21,20,18,17,88,74,51,1017,1015,1013,10,7,4,29,16,,0.00,4,,305,Taibei
2015-3-21,22,20,18,18,16,14,88,79,73,1020,1017,1016,10,9,5,32,16,,0.00,6,,105,Taibei
2015-3-22,21,19,18,15,12,10,83,64,52,1022,1020,1018,10,8,5,32,23,50,0.00,6,,95,Taibei
2015-3-23,20,18,15,15,14,11,94,81,56,1024,1021,1018,10,6,2,34,24,52,0.00,6,Rain-Thunderstorm,98,Taibei
2015-3-24,17,16,14,15,12,11,88,79,72,1028,1026,1022,10,9,6,34,26,55,0.00,6,Rain,100,Taibei
2015-3-25,16,14,14,14,13,11,88,85,77,1029,1027,1025,10,8,5,34,26,,0.00,6,Rain,105,Taibei
2015-3-26,21,18,16,17,16,15,94,81,73,1027,1024,1023,10,9,7,26,19,,0.00,6,Rain,91,Taibei
2015-3-27,19,17,14,18,16,12,100,87,73,1024,1022,1020,10,7,2,24,10,,0.00,6,Rain,264,Taibei
2015-3-28,22,17,13,13,11,9,94,68,46,1022,1019,1016,10,10,10,24,10,,0.00,4,,106,Taibei
2015-3-29,28,21,14,16,14,11,88,64,45,1019,1016,1014,10,10,10,24,11,,0.00,1,,97,Taibei
2015-3-30,29,24,19,18,17,14,83,63,40,1017,1015,1014,10,10,10,16,8,,0.00,6,,77,Taibei
2015-3-31,31,26,21,21,19,16,83,65,43,1016,1014,1012,10,10,9,19,6,,0.00,5,Rain,349,Taibei
2015-4-1,32,27,23,21,21,16,88,69,40,1014,1012,1010,10,9,5,23,8,,0.00,4,,294,Taibei
2015-4-2,32,27,22,22,21,16,88,69,38,1011,1008,1006,10,9,6,21,5,,0.00,5,,82,Taibei
2015-4-3,32,27,22,22,20,17,88,67,40,1010,1008,1006,10,9,5,21,8,,0.00,4,,97,Taibei
2015-4-4,32,27,23,22,20,18,83,64,43,1013,1010,1009,10,9,7,19,8,,0.00,3,,5,Taibei
2015-4-5,33,27,22,22,21,19,88,63,46,1013,1011,1010,10,10,10,23,10,,0.00,2,,120,Taibei
2015-4-6,33,27,22,22,21,17,89,66,38,1015,1012,1010,10,10,7,26,10,,0.00,4,Rain,208,Taibei
2015-4-7,21,18,16,18,14,11,83,75,72,1023,1018,1015,10,10,10,32,24,47,0.00,6,Rain,92,Taibei
2015-4-8,16,14,14,13,12,10,94,78,68,1023,1022,1021,10,10,5,27,19,,0.00,6,Rain,97,Taibei
2015-4-9,19,17,15,16,14,13,94,85,77,1021,1019,1017,10,10,7,32,21,,0.00,7,Rain,103,Taibei
2015-4-10,18,17,15,17,14,12,100,85,77,1021,1019,1017,10,9,4,26,19,,0.00,6,Rain,100,Taibei
2015-4-11,17,16,15,16,14,12,100,87,77,1021,1020,1018,10,8,4,26,18,,0.00,7,Rain,103,Taibei
2015-4-12,20,18,16,17,17,14,100,92,82,1020,1018,1017,10,5,1,13,3,,0.00,7,Fog-Rain,122,Taibei
2015-4-13,22,19,16,15,12,9,88,66,46,1020,1018,1015,10,10,8,24,10,,0.00,4,,92,Taibei
2015-4-14,23,18,13,12,6,1,82,44,25,1019,1017,1015,10,10,10,37,11,60,0.00,2,,289,Taibei
2015-4-15,27,19,12,12,7,1,72,42,20,1017,1016,1014,10,10,10,23,6,,0.00,4,,315,Taibei
2015-4-16,30,24,18,18,14,10,83,57,35,1016,1014,1012,10,10,8,21,6,,0.00,3,,318,Taibei
2015-4-17,28,23,19,21,19,16,88,74,51,1015,1013,1012,10,7,4,23,8,,0.00,4,,293,Taibei
2015-4-18,31,26,22,23,21,18,94,76,48,1013,1010,1009,10,6,1,21,6,,0.00,6,Rain-Thunderstorm,330,Taibei
2015-4-19,31,27,24,23,21,19,83,74,49,1010,1007,1005,10,9,3,19,6,,0.00,5,Rain-Thunderstorm,67,Taibei
2015-4-20,32,24,18,21,18,13,88,66,31,1014,1008,1004,10,9,4,39,16,53,0.00,6,Rain,294,Taibei
2015-4-21,19,18,17,16,15,15,88,83,78,1018,1015,1012,10,8,4,29,23,,0.00,6,Rain,99,Taibei
2015-4-22,22,19,17,16,14,12,94,73,60,1021,1019,1017,10,10,7,27,18,,0.00,6,Rain,99,Taibei
2015-4-23,27,23,19,19,17,14,78,68,58,1020,1018,1016,10,10,10,26,24,,0.00,5,,88,Taibei
2015-4-24,27,23,21,21,19,17,83,75,65,1019,1017,1016,10,10,10,26,14,,0.00,6,Rain,101,Taibei
2015-4-25,25,23,21,22,16,13,100,66,53,1019,1018,1016,10,10,10,39,26,50,0.00,5,,100,Taibei
2015-4-26,28,24,21,18,17,14,73,62,51,1018,1015,1013,10,10,10,27,21,,0.00,5,,95,Taibei
2015-4-27,31,27,23,21,19,17,78,65,45,1015,1013,1011,10,9,8,19,8,,0.00,4,,360,Taibei
2015-4-28,29,27,24,21,19,18,83,69,51,1012,1010,1009,10,8,5,24,11,,0.00,6,Rain,294,Taibei
2015-4-29,30,27,23,21,21,20,88,70,55,1012,1010,1009,10,9,6,21,11,,0.00,5,Rain,297,Taibei
2015-4-30,26,23,22,21,18,17,83,73,65,1014,1012,1011,10,7,5,35,21,,0.00,4,,98,Taibei
2015-5-1,29,24,21,21,19,18,83,71,51,1013,1011,1010,10,9,4,19,10,,0.00,5,Rain,69,Taibei
2015-5-2,32,27,23,22,21,19,83,67,49,1011,1009,1007,10,9,6,24,6,,0.00,5,Rain,303,Taibei
2015-5-3,33,28,23,23,21,18,88,68,41,1012,1009,1007,10,9,5,29,14,47,0.00,6,Rain,280,Taibei
2015-5-4,23,21,20,20,18,16,88,81,73,1014,1013,1011,10,7,3,27,23,,0.00,6,Rain,99,Taibei
2015-5-5,21,19,18,19,18,16,94,88,83,1013,1011,1010,10,7,3,27,21,,0.00,6,Rain,104,Taibei
2015-5-6,27,23,20,21,21,19,100,79,69,1011,1009,1008,10,6,4,11,5,,0.00,6,Rain,285,Taibei
2015-5-7,29,26,23,22,21,19,94,79,62,1013,1011,1009,10,6,2,34,13,,0.00,5,Rain,318,Taibei
2015-5-8,30,27,23,23,22,19,89,73,58,1012,1009,1008,10,7,3,23,13,,0.00,5,Rain,101,Taibei
2015-5-9,32,27,22,24,22,18,94,76,55,1012,1010,1008,10,8,3,32,11,,0.00,5,Rain-Thunderstorm,92,Taibei
2015-5-10,29,26,22,22,22,19,88,76,66,1012,1011,1009,10,10,8,37,23,,0.00,4,,105,Taibei
2015-5-11,30,28,25,23,22,20,89,75,62,1011,1009,1006,10,8,5,23,6,40,0.00,5,Rain,63,Taibei
2015-5-12,26,23,20,23,17,9,100,74,43,1015,1012,1008,10,8,1,32,19,40,0.00,6,Rain,100,Taibei
2015-5-13,33,27,21,21,18,11,74,56,40,1013,1012,1010,10,10,10,23,8,,0.00,3,,308,Taibei
2015-5-14,32,28,24,24,22,20,83,70,52,1013,1012,1011,10,9,6,19,6,,0.00,5,,48,Taibei
2015-5-15,33,28,24,24,22,20,89,68,49,1013,1011,1008,10,9,6,19,8,,0.00,4,,279,Taibei
2015-5-16,34,29,25,23,21,18,89,62,38,1011,1010,1008,10,10,10,24,8,,0.00,4,Rain,300,Taibei
2015-5-17,32,28,25,23,22,19,89,68,46,1010,1009,1007,10,10,9,24,8,,0.00,6,,294,Taibei
2015-5-18,35,30,25,23,19,17,83,54,39,1009,1007,1005,10,10,8,34,11,39,0.00,4,,273,Taibei
2015-5-19,34,30,26,22,19,16,74,53,34,1007,1006,1005,10,10,10,35,16,42,0.00,6,,254,Taibei
2015-5-20,28,24,22,23,22,20,100,89,66,1013,1009,1006,10,6,2,23,8,,0.00,6,Rain-Thunderstorm,98,Taibei
2015-5-21,23,22,21,20,18,17,88,80,69,1015,1013,1012,10,10,8,32,21,,0.00,6,Rain,103,Taibei
2015-5-22,29,26,22,25,22,19,100,87,66,1012,1009,1007,10,7,2,23,11,,0.00,6,Rain,108,Taibei
2015-5-23,26,24,24,24,23,21,100,92,74,1008,1007,1005,10,6,2,14,8,,0.00,6,Rain,180,Taibei
2015-5-24,26,24,23,24,23,21,100,91,83,1008,1006,1005,10,7,3,21,10,,0.00,7,Rain,285,Taibei
2015-5-25,25,24,23,23,22,19,100,89,78,1011,1008,1006,10,8,3,21,13,,0.00,6,Rain,105,Taibei
2015-5-26,25,23,22,23,21,19,100,86,74,1012,1010,1009,10,7,1,21,13,,0.00,6,Rain,104,Taibei
2015-5-27,31,27,23,24,23,21,100,75,58,1010,1007,1005,10,9,4,24,6,,0.00,6,Rain,285,Taibei
2015-5-28,35,30,26,24,22,19,83,60,41,1006,1004,1001,10,10,10,39,13,58,0.00,5,,270,Taibei
2015-5-29,35,31,28,24,23,21,74,59,44,1007,1005,1004,10,10,10,27,14,,0.00,4,,274,Taibei
2015-5-30,36,31,27,25,23,21,79,59,41,1008,1005,1003,10,10,10,35,16,48,0.00,5,,279,Taibei
2015-5-31,31,28,26,25,23,22,94,76,62,1010,1008,1006,10,9,3,23,11,,0.00,6,Rain,294,Taibei
2015-6-1,31,28,26,24,23,21,84,72,58,1011,1009,1007,10,10,7,23,8,,0.00,6,Rain,280,Taibei
2015-6-2,34,30,26,24,23,20,89,66,44,1011,1009,1008,10,9,6,24,10,,0.00,5,Rain,89,Taibei
2015-6-3,34,30,27,24,22,19,84,59,43,1011,1009,1007,10,10,10,29,13,,0.00,6,,266,Taibei
2015-6-4,31,28,26,24,23,21,89,76,55,1011,1009,1007,10,9,6,21,10,,0.00,6,Rain,32,Taibei
2015-6-5,36,30,25,24,22,19,84,64,39,1008,1006,1004,10,10,7,27,13,47,0.00,6,Rain-Thunderstorm,276,Taibei
2015-6-6,30,27,24,25,24,22,94,85,70,1011,1009,1008,10,7,3,24,18,,0.00,6,Rain-Thunderstorm,103,Taibei
2015-6-7,32,28,25,25,24,23,100,80,59,1011,1009,1008,10,8,2,23,8,,0.00,6,Rain-Thunderstorm,99,Taibei
2015-6-8,34,29,25,24,22,18,89,62,38,1009,1007,1006,10,10,10,24,10,,0.00,6,,273,Taibei
2015-6-9,35,30,26,24,22,18,83,59,39,1008,1006,1005,10,10,10,24,11,,0.00,5,,261,Taibei
2015-6-10,35,30,26,24,22,19,83,59,39,1008,1007,1004,10,10,10,21,10,,0.00,5,,32,Taibei
2015-6-11,36,32,28,24,22,19,74,56,37,1009,1007,1005,10,10,10,29,13,,0.00,5,,273,Taibei
2015-6-12,34,30,27,26,24,21,89,68,49,1009,1008,1007,10,9,1,21,10,47,0.00,6,Rain,38,Taibei
2015-6-13,35,30,25,25,23,21,89,71,46,1010,1008,1006,10,9,1,27,8,,0.00,5,Rain-Thunderstorm,94,Taibei
2015-6-14,34,29,24,26,24,22,100,77,49,1011,1009,1008,10,8,1,45,8,34,0.00,5,Rain-Thunderstorm,308,Taibei
2015-6-15,33,29,26,26,24,23,100,73,59,1011,1009,1008,10,10,9,21,6,,0.00,5,Rain,57,Taibei
2015-6-16,34,30,27,25,24,22,84,67,49,1009,1007,1005,10,10,10,19,8,,0.00,5,,274,Taibei
2015-6-17,36,31,27,24,23,20,84,61,39,1006,1004,1002,10,10,10,23,10,48,0.00,3,,256,Taibei
2015-6-18,35,31,27,24,21,18,84,56,36,1006,1003,1002,10,10,10,27,13,,0.00,5,,267,Taibei
2015-6-19,34,30,27,25,24,21,89,67,46,1009,1006,1005,10,10,10,27,11,,0.00,5,,107,Taibei
2015-6-20,34,30,27,25,23,21,84,69,52,1008,1007,1007,10,10,9,24,11,,0.00,5,Rain,315,Taibei
2015-6-21,34,30,26,26,24,22,94,76,52,1009,1007,1006,10,8,2,23,10,,0.00,5,Rain-Thunderstorm,125,Taibei
2015-6-22,34,30,26,25,23,21,89,69,46,1009,1007,1006,10,10,8,16,8,132,0.00,5,Rain-Thunderstorm,113,Taibei
2015-6-23,34,30,26,26,24,20,94,74,44,1010,1008,1007,10,9,4,21,8,,0.00,5,Rain-Thunderstorm,175,Taibei
2015-6-24,34,30,26,26,25,23,94,82,52,1010,1008,1007,10,8,1,23,6,,0.00,6,Rain-Thunderstorm,82,Taibei
2015-6-25,37,31,26,26,24,23,94,64,47,1008,1006,1004,10,10,10,27,10,,0.00,5,,267,Taibei
2015-6-26,37,32,28,25,23,22,79,59,42,1008,1006,1005,10,10,10,27,14,,0.00,4,,273,Taibei
2015-6-27,36,32,29,25,23,21,74,58,44,1009,1007,1006,10,10,10,39,18,,0.00,4,,257,Taibei
2015-6-28,36,32,29,25,23,21,74,57,41,1009,1008,1007,10,10,10,42,16,61,0.00,5,,274,Taibei
2015-6-29,35,32,29,24,23,22,74,58,47,1008,1006,1004,10,10,10,32,16,52,0.00,4,,262,Taibei
2015-6-30,35,31,28,24,22,21,74,56,44,1006,1004,1001,10,10,10,26,13,,0.00,5,,275,Taibei
2015-7-1,36,32,29,23,22,20,62,54,44,1003,1002,1000,10,10,10,35,21,52,0.00,6,,260,Taibei
2015-7-2,37,33,28,25,23,20,84,59,39,1005,1002,1001,10,10,10,24,13,,0.00,5,Thunderstorm,248,Taibei
2015-7-3,34,30,27,25,24,21,84,67,49,1005,1003,1002,10,10,10,21,10,,0.00,5,,26,Taibei
2015-7-4,34,30,27,25,24,23,84,70,52,1005,1004,1002,10,10,7,24,10,,0.00,6,Rain-Thunderstorm,184,Taibei
2015-7-5,34,30,27,25,23,23,84,64,52,1004,1001,999,10,10,10,39,23,,0.00,4,,99,Taibei
2015-7-6,35,32,29,25,23,21,70,59,46,1001,999,997,10,10,10,37,21,48,0.00,4,Thunderstorm,111,Taibei
2015-7-7,35,31,28,24,22,19,74,57,49,1000,999,997,10,10,10,35,16,,0.00,4,,109,Taibei
2015-7-8,35,32,29,23,22,20,66,55,44,1002,999,997,10,10,10,47,31,66,0.00,4,,103,Taibei
2015-7-9,33,30,27,27,24,23,100,75,62,1002,1000,999,10,8,3,27,18,40,0.00,5,Rain,81,Taibei
2015-7-10,28,27,25,26,23,21,94,82,66,998,993,990,10,4,1,45,19,77,0.00,6,Rain,276,Taibei
2015-7-11,33,30,28,23,22,20,66,57,52,997,993,990,10,10,10,50,34,80,0.00,6,Rain,258,Taibei
2015-7-12,35,31,28,25,23,20,84,66,46,1003,1000,997,10,9,2,21,11,,0.00,5,Rain,193,Taibei
2015-7-13,33,30,27,25,23,21,89,66,49,1004,1003,1001,10,10,8,23,11,,0.00,3,,319,Taibei
2015-7-14,35,31,26,24,22,20,79,60,44,1004,1003,1001,10,9,6,29,11,,0.00,4,,19,Taibei
2015-7-15,34,30,26,24,22,20,79,63,44,1003,1002,1001,10,10,9,26,10,,0.00,2,,72,Taibei
2015-7-16,35,31,27,23,22,19,79,60,41,1002,1000,999,10,9,6,19,8,,0.00,2,,90,Taibei
2015-7-17,33,30,27,24,23,21,74,64,55,1003,1002,1000,10,9,6,27,11,,0.00,3,,100,Taibei
2015-7-18,35,30,26,23,22,21,83,60,44,1004,1003,1001,10,10,10,23,11,,0.00,2,,95,Taibei
2015-7-19,34,30,27,26,23,22,94,71,49,1007,1004,1003,10,8,1,21,11,,0.00,5,Rain-Thunderstorm,280,Taibei
2015-7-20,31,28,26,25,24,23,89,73,62,1009,1008,1006,10,10,4,23,11,,0.00,6,Rain,97,Taibei
2015-7-21,36,31,26,24,22,20,89,61,39,1009,1008,1007,10,10,10,24,10,,0.00,6,,99,Taibei
2015-7-22,35,31,27,25,23,20,79,67,44,1010,1008,1006,10,10,10,26,10,,0.00,6,Rain,106,Taibei
2015-7-23,35,30,25,25,23,21,100,77,46,1011,1010,1009,10,8,1,23,8,37,0.00,5,Rain-Thunderstorm,80,Taibei
2015-7-24,34,29,25,26,23,21,100,72,46,1010,1008,1007,10,9,1,23,10,34,0.00,4,Rain-Thunderstorm,33,Taibei
2015-7-25,35,30,26,24,23,18,84,65,39,1009,1008,1006,10,10,10,21,10,37,0.00,4,,302,Taibei
2015-7-26,35,31,28,24,21,19,74,56,39,1012,1010,1008,10,10,10,23,13,,0.00,3,,253,Taibei
2015-7-27,35,31,27,24,22,20,79,63,41,1013,1011,1010,10,10,10,23,10,,0.00,4,Rain-Thunderstorm,247,Taibei
2015-7-28,36,30,25,24,22,18,89,67,34,1013,1011,1010,10,9,1,32,10,39,0.00,5,Rain-Thunderstorm,267,Taibei
2015-7-29,34,29,25,24,22,19,83,64,41,1013,1012,1009,10,10,8,19,8,,0.00,5,Rain-Thunderstorm,293,Taibei
2015-7-30,34,30,27,24,23,22,79,69,49,1013,1012,1011,10,10,9,19,6,,0.00,4,Rain-Thunderstorm,269,Taibei
2015-7-31,34,29,25,23,22,18,83,61,43,1013,1011,1009,10,10,10,19,8,,0.00,3,,300,Taibei
2015-8-1,34,30,26,24,22,20,74,60,46,1012,1011,1010,10,10,10,21,10,,0.00,2,,84,Taibei
2015-8-2,35,30,26,23,21,20,74,60,41,1013,1011,1009,10,10,10,21,11,,0.00,2,,114,Taibei
2015-8-3,34,30,26,23,21,19,74,60,41,1012,1010,1009,10,10,10,16,8,,0.00,2,,66,Taibei
2015-8-4,34,30,27,24,22,21,74,63,46,1010,1008,1006,10,10,10,21,11,,0.00,3,,114,Taibei
2015-8-5,33,29,26,23,22,21,78,64,52,1008,1006,1005,10,10,9,19,11,,0.00,3,Rain,235,Taibei
2015-8-6,33,29,26,25,23,22,89,70,52,1006,1005,1004,10,10,3,24,16,,0.00,3,Rain-Thunderstorm,98,Taibei
2015-8-7,32,30,28,25,24,23,84,72,59,1004,999,992,10,8,3,39,21,82,0.00,6,Rain,69,Taibei
2015-8-8,30,27,24,26,23,21,100,81,62,992,980,975,10,5,1,89,61,142,0.00,7,Rain,97,Taibei
2015-8-9,32,29,27,25,23,22,84,74,59,1005,1000,993,10,10,10,48,21,66,0.00,6,Rain,101,Taibei
2015-8-10,34,30,26,25,23,22,94,70,52,1009,1006,1004,10,10,8,16,6,,0.00,6,,356,Taibei
2015-8-11,35,30,26,26,23,19,94,70,41,1009,1008,1006,10,9,2,26,8,,0.00,5,Rain-Thunderstorm,104,Taibei
2015-8-12,35,31,27,26,24,20,89,73,41,1010,1008,1007,10,9,1,16,6,,0.00,5,Rain,59,Taibei
